timestamp,pair,action,leverage,confidence,note,Score_ETF,Score_Stables,Score_Stress,Score_Gewichtet
2026-03-01T05:10:09Z,BTC/CHF,hold,0,0.820706,coingecko-auto,1.000000,0.492197,0.730471,0.820706
2026-03-01T07:22:51Z,BTC/CHF,hold,0,0.821957,coingecko-auto,1.000000,0.496887,0.728912,0.821957
2026-03-01T07:57:02Z,BTC/CHF,hold,0,0.821671,coingecko-auto,1.000000,0.495765,0.729419,0.821671
2026-03-01T08:58:47Z,BTC/CHF,hold,0,0.821088,coingecko-auto,1.000000,0.493557,0.730207,0.821088
2026-03-01T09:53:26Z,BTC/CHF,hold,0,0.821496,coingecko-auto,1.000000,0.494211,0.732323,0.821496
2026-03-01T10:52:24Z,BTC/CHF,hold,0,0.821331,coingecko-auto,1.000000,0.493991,0.731339,0.821331
2026-03-01T11:37:56Z,BTC/CHF,hold,0,0.823813,coingecko-auto,1.000000,0.502402,0.730920,0.823813
2026-03-01T13:50:20Z,BTC/CHF,hold,0,0.821544,coingecko-auto,1.000000,0.494369,0.732329,0.821544
2026-03-01T14:51:06Z,BTC/CHF,hold,0,0.819909,coingecko-auto,1.000000,0.490117,0.728737,0.819909
2026-03-01T15:42:49Z,BTC/CHF,hold,0,0.821798,coingecko-auto,1.000000,0.496051,0.729827,0.821798
2026-03-01T16:54:07Z,BTC/CHF,hold,0,0.822106,coingecko-auto,1.000000,0.494411,0.737830,0.822106
2026-03-01T17:46:44Z,BTC/CHF,hold,0,0.822380,coingecko-auto,1.000000,0.495121,0.738434,0.822380
2026-03-01T18:59:51Z,BTC/CHF,hold,0,0.823200,coingecko-auto,1.000000,0.499571,0.733286,0.823200
2026-03-01T19:40:27Z,BTC/CHF,hold,0,0.823086,coingecko-auto,1.000000,0.497483,0.738412,0.823086
2026-03-01T20:51:13Z,BTC/CHF,hold,0,0.826163,coingecko-auto,1.000000,0.499400,0.763429,0.826163
2026-03-01T21:41:35Z,BTC/CHF,hold,0,0.822386,coingecko-auto,1.000000,0.492002,0.747858,0.822386
2026-03-01T22:52:25Z,BTC/CHF,hold,0,0.826272,coingecko-auto,1.000000,0.499787,0.763362,0.826272
2026-03-01T23:43:40Z,BTC/CHF,hold,0,0.822449,coingecko-auto,1.000000,0.493121,0.745127,0.822449
2026-03-02T05:07:12Z,BTC/CHF,hold,0,0.757292,coingecko-auto,0.878427,0.513521,0.761796,0.757292
2026-03-02T07:55:11Z,BTC/CHF,hold,0,0.785833,coingecko-auto,0.931011,0.508385,0.747113,0.785833
2026-03-02T10:29:45Z,BTC/CHF,hold,0,0.830429,coingecko-auto,1.000000,0.517756,0.751020,0.830429
2026-03-02T11:48:36Z,BTC/CHF,hold,0,0.830290,coingecko-auto,1.000000,0.516163,0.754412,0.830290
2026-03-02T14:29:08Z,BTC/CHF,hold,0,0.832216,coingecko-auto,1.000000,0.525950,0.744309,0.832216
2026-03-02T16:05:22Z,BTC/CHF,hold,0,0.845752,coingecko-auto,1.000000,0.518045,0.903380,0.845752
2026-03-02T18:07:00Z,BTC/CHF,hold,0,0.821118,coingecko-auto,1.000000,0.439946,0.891343,0.821118
2026-03-02T19:55:46Z,BTC/CHF,hold,0,0.821107,coingecko-auto,1.000000,0.440745,0.888838,0.821107
2026-03-02T21:05:54Z,BTC/CHF,hold,0,0.822332,coingecko-auto,1.000000,0.441305,0.899407,0.822332
2026-03-02T22:51:52Z,BTC/CHF,hold,0,0.798675,coingecko-auto,1.000000,0.355539,0.920135,0.798675
2026-03-02T23:52:46Z,BTC/CHF,hold,0,0.796093,coingecko-auto,1.000000,0.358910,0.884204,0.796093
2026-03-03T05:05:55Z,BTC/CHF,hold,0,0.786479,coingecko-auto,1.000000,0.333376,0.864658,0.786479
2026-03-03T07:52:34Z,BTC/CHF,hold,0,0.783237,coingecko-auto,1.000000,0.322568,0.864670,0.783237
2026-03-03T10:04:40Z,BTC/CHF,hold,0,0.790561,coingecko-auto,1.000000,0.328309,0.920680,0.790561
2026-03-03T11:50:10Z,BTC/CHF,hold,0,0.784424,coingecko-auto,1.000000,0.316832,0.893742,0.784424
2026-03-03T14:11:05Z,BTC/CHF,hold,0,0.781633,coingecko-auto,1.000000,0.308460,0.890955,0.781633
2026-03-03T17:09:16Z,BTC/CHF,hold,0,0.792631,coingecko-auto,1.000000,0.352885,0.867654,0.792631
2026-03-03T19:30:26Z,BTC/CHF,hold,0,0.785686,coingecko-auto,1.000000,0.332903,0.858153,0.785686
2026-03-03T21:01:56Z,BTC/CHF,hold,0,0.785518,coingecko-auto,1.000000,0.330534,0.863577,0.785518
2026-03-03T22:02:03Z,BTC/CHF,hold,0,0.780652,coingecko-auto,1.000000,0.313377,0.866385,0.780652
2026-03-03T23:00:02Z,BTC/CHF,hold,0,0.805678,coingecko-auto,1.000000,0.398043,0.862652,0.805678
2026-03-03T23:53:50Z,BTC/CHF,hold,0,0.807772,coingecko-auto,1.000000,0.405531,0.861126,0.807772
2026-03-04T04:57:24Z,BTC/CHF,hold,0,0.807316,coingecko-auto,1.000000,0.407201,0.851553,0.807316
2026-03-04T07:26:48Z,BTC/CHF,hold,0,0.810017,coingecko-auto,1.000000,0.418122,0.845807,0.810017
2026-03-04T09:07:36Z,BTC/CHF,hold,0,0.813205,coingecko-auto,1.000000,0.406000,0.914049,0.813205
2026-03-04T11:05:19Z,BTC/CHF,hold,0,0.816623,coingecko-auto,1.000000,0.410999,0.933231,0.816623
2026-03-04T12:00:56Z,BTC/CHF,hold,0,0.816753,coingecko-auto,1.000000,0.416309,0.918605,0.816753
2026-03-04T14:28:53Z,BTC/CHF,hold,0,0.821373,coingecko-auto,1.000000,0.422349,0.946678,0.821373
2026-03-04T16:07:16Z,BTC/CHF,hold,0,0.817640,coingecko-auto,1.000000,0.392133,1.000000,0.817640
2026-03-04T18:06:07Z,BTC/CHF,hold,0,0.831187,coingecko-auto,1.000000,0.437289,1.000000,0.831187
2026-03-04T19:55:52Z,BTC/CHF,hold,0,0.813226,coingecko-auto,1.000000,0.377421,1.000000,0.813226
2026-03-04T21:01:22Z,BTC/CHF,hold,0,0.813687,coingecko-auto,1.000000,0.378956,1.000000,0.813687
2026-03-04T22:57:55Z,BTC/CHF,hold,0,0.821399,coingecko-auto,1.000000,0.404664,1.000000,0.821399
2026-03-04T23:55:39Z,BTC/CHF,hold,0,0.807099,coingecko-auto,1.000000,0.356996,1.000000,0.807099
2026-03-05T05:03:58Z,BTC/CHF,hold,0,0.799708,coingecko-auto,1.000000,0.332361,1.000000,0.799708
2026-03-05T07:53:02Z,BTC/CHF,hold,0,0.800141,coingecko-auto,1.000000,0.333803,1.000000,0.800141
2026-03-05T10:07:20Z,BTC/CHF,hold,0,0.808899,coingecko-auto,1.000000,0.362996,1.000000,0.808899
2026-03-05T11:53:18Z,BTC/CHF,hold,0,0.808270,coingecko-auto,1.000000,0.360900,1.000000,0.808270
2026-03-05T14:31:37Z,BTC/CHF,hold,0,0.794878,coingecko-auto,1.000000,0.316261,1.000000,0.794878
2026-03-05T15:40:17Z,BTC/CHF,hold,0,0.797703,coingecko-auto,1.000000,0.325677,1.000000,0.797703
2026-03-05T17:53:13Z,BTC/CHF,hold,0,0.821665,coingecko-auto,1.000000,0.405551,1.000000,0.821665
2026-03-05T19:06:48Z,BTC/CHF,hold,0,0.829852,coingecko-auto,1.000000,0.432840,1.000000,0.829852
2026-03-05T20:03:00Z,BTC/CHF,hold,0,0.831843,coingecko-auto,1.000000,0.439477,1.000000,0.831843
2026-03-05T20:57:38Z,BTC/CHF,hold,0,0.834560,coingecko-auto,1.000000,0.448534,1.000000,0.834560
2026-03-05T21:30:35Z,BTC/CHF,hold,0,0.833692,coingecko-auto,1.000000,0.445639,1.000000,0.833692
2026-03-05T22:20:23Z,BTC/CHF,hold,0,0.833818,coingecko-auto,1.000000,0.446060,1.000000,0.833818
2026-03-05T23:32:55Z,BTC/CHF,hold,0,0.833533,coingecko-auto,1.000000,0.445108,1.000000,0.833533
2026-03-06T01:12:55Z,BTC/CHF,hold,0,0.835263,coingecko-auto,1.000000,0.450877,1.000000,0.835263
2026-03-06T03:38:31Z,BTC/CHF,hold,0,0.836234,coingecko-auto,1.000000,0.454113,1.000000,0.836234
2026-03-06T05:04:41Z,BTC/CHF,hold,0,0.835067,coingecko-auto,1.000000,0.450223,1.000000,0.835067
2026-03-06T06:02:46Z,BTC/CHF,hold,0,0.788604,coingecko-auto,0.925316,0.444716,1.000000,0.788604
2026-03-06T07:11:05Z,BTC/CHF,hold,0,0.834986,coingecko-auto,1.000000,0.449953,1.000000,0.834986
2026-03-06T07:55:02Z,BTC/CHF,hold,0,0.833190,coingecko-auto,1.000000,0.443967,1.000000,0.833190
2026-03-06T08:25:25Z,BTC/CHF,hold,0,0.834956,coingecko-auto,1.000000,0.449853,1.000000,0.834956
2026-03-06T09:00:40Z,BTC/CHF,hold,0,0.834263,coingecko-auto,1.000000,0.447544,1.000000,0.834263
2026-03-06T09:59:33Z,BTC/CHF,hold,0,0.825721,coingecko-auto,1.000000,0.419071,1.000000,0.825721
2026-03-06T10:36:49Z,BTC/CHF,hold,0,0.673669,coingecko-auto,0.746382,0.419466,1.000000,0.673669
2026-03-06T11:20:13Z,BTC/CHF,hold,0,0.402984,coingecko-auto,0.296262,0.417423,1.000000,0.402984
2026-03-06T11:48:20Z,BTC/CHF,hold,0,0.225255,coingecko-auto,0.000000,0.417517,1.000000,0.225255
2026-03-06T12:31:08Z,BTC/CHF,hold,0,0.450604,coingecko-auto,0.376054,0.416571,1.000000,0.450604
2026-03-06T13:45:41Z,BTC/CHF,hold,0,0.647666,coingecko-auto,0.689595,0.446364,1.000000,0.647666
2026-03-06T14:29:16Z,BTC/CHF,hold,0,0.837867,coingecko-auto,1.000000,0.459555,1.000000,0.837867
2026-03-06T15:04:32Z,BTC/CHF,hold,0,0.814903,coingecko-auto,1.000000,0.383011,1.000000,0.814903
2026-03-06T15:56:49Z,BTC/CHF,hold,0,0.822247,coingecko-auto,1.000000,0.407489,1.000000,0.822247
2026-03-06T16:32:53Z,BTC/CHF,hold,0,0.711008,coingecko-auto,0.814626,0.407440,1.000000,0.711008
2026-03-06T17:26:30Z,BTC/CHF,hold,0,0.659720,coingecko-auto,0.738484,0.388764,1.000000,0.659720
2026-03-06T17:57:51Z,BTC/CHF,hold,0,0.662505,coingecko-auto,0.741214,0.392588,1.000000,0.662505
2026-03-06T18:39:37Z,BTC/CHF,hold,0,0.610208,coingecko-auto,0.637513,0.425666,1.000000,0.610208
2026-03-06T19:27:10Z,BTC/CHF,hold,0,0.606061,coingecko-auto,0.629742,0.427385,1.000000,0.606061
2026-03-06T19:53:17Z,BTC/CHF,hold,0,0.378004,coingecko-auto,0.251146,0.424390,1.000000,0.378004
2026-03-06T20:20:01Z,BTC/CHF,hold,0,0.330498,coingecko-auto,0.175299,0.417728,1.000000,0.330498
2026-03-06T20:52:34Z,BTC/CHF,hold,0,0.415373,coingecko-auto,0.316909,0.417427,1.000000,0.415373
2026-03-06T21:19:57Z,BTC/CHF,hold,0,0.305503,coingecko-auto,0.137187,0.410636,1.000000,0.305503
